"id","person_id","religion_id","confirmed","notes"
642,2825,1,1,"John Stansfield (1818-1902), of Bradford, accountant at Friends Provident; 4-page obit. in 1903 Annual Monitor, jointly with his wife"
643,2826,1,1,"Joseph Sterry (1800-1875), oil merchant, of Southwark; brother of Henry Sterry"
644,2827,1,1,"Sarah Sterry (1788-1863), of Croydon"
645,2828,1,1,"James Lee Stevens (1814-1866), of Colchester"
646,2829,1,1,"Charles Sturge (1801-1888), corn merchant and railway director, of Birmingham; brother of Edmund, Joseph, and Thomas Marshall"
647,2830,1,1,"Edmund Sturge (1808-1893), manufacturing chemist, of Birmingham; 13-page obit. in 1894 Annual Monitor, jointly with his wife; brother of Charles, Joseph, and Thomas Marshall"
648,2831,1,1,"George Sturge (1797-1888), of Sydenham"
649,2832,1,1,"Henry Jacob Sturge (b. 1822), Bristol ironmonger"
650,2833,1,1,"Samuel Sturge (1791-1860), b. Newington, Surrey"
651,2834,1,1,"Thomas Marshall Sturge (1791-1869), of Gloucester; brother of Charles, Edmund, and Joseph"
652,2835,1,1,"Walter Sturge (1830-1914), of Bristol"
653,2836,1,1,"Jemima (____) Swan (1786-1868), of Dorking, widow of Robert Swan"
654,2837,1,1,"William Tanner (1815-1866), paper manufacturer, of Bristol; 7-page obit. in 1868 Annual Monitor"
655,2838,1,1,"William Tatum (1782-1862), of Rochester"
656,2839,1,1,"Edward Thomas (1794-1853), of Bristol"
657,2840,1,1,"George Thomas (1791-1869), Bristol grocer; 6-page obit. in 1871 Annual Monitor"
658,2841,1,1,"Samuel Thompson (1793-1867), linen manufacturer, of Fordingbridge"
659,2842,1,1,"Fielden Thorp (1832-1921), headmaster of Bootham School, York"
660,2843,1,1,"Enoch Oldfield Tindall (1822-1863), Scarborough ironmonger"
661,2844,1,1,"Robert Tindall (1790-1871), of Scarborough"
662,2845,1,1,"Joshua Treffry (1803-1873), of St Austell; 7-page obit. in Annual Monitor"
663,2846,1,1,"Nathaniel Tregelles (1803-1887), Ipswich ironfounder; 1-page obit. in 1888 Annual Monitor"
664,2847,1,1,"Elizabeth (Curtis) Tuckett (1772-1845), of Frenchay, near Bristol; widow of Philip Debell Tuckett (senior) (1749-1816)"
666,2849,1,1,"Francis Tuckett (1802-1868), publisher and leather factor, of Bristol"
667,2850,1,1,"Philip Debell Tuckett (junior) (1801-1872), Frenchay woolstapler"
670,2853,1,1,"Daniel Tuke (1813-1879), hosier and grocer, of Bradford"
671,2854,1,1,"James Hack Tuke (1819-1896), tea merchant and banker, of Hitchin; 3-page obit. in 1897 Annual Monitor; entry in Oxford DNB"
673,2856,1,1,"Samuel Tuke (1784-1857), tea merchant, asylum reformer, and philanthropist, of York; 19-page memoir in 1858 Annual Monitor; entry in Oxford DNB"
674,2857,1,1,"Ann (Naudin) Tweedy (1772-1867), gentlewoman, of Truro; wife of William Tweedy"
675,2858,1,1,"Robert Tweedy (1806 - after 1883), Truro banker"
676,2859,1,1,"William Tweedy (1766-1854), of Truro"
677,2860,1,1,"Richard Veale (1798-1878), of St Austell; 3-page obit. in 1880 Annual Monitor; brother of James and William"
678,2861,1,1,"William Veale (1802-1873), St Austell woolstapler; brother of James and Richard"
679,2862,1,1,"John Wadge (1762-1847), of Liskeard; 2-page obit. in 1848 Annual Monitor"
680,2863,1,1,"Frederick John Walker (1824-1891), independent means, of Exeter and Bath"
681,2864,1,1,"Marriage Wallis (1820-1897), wholesale provision merchant, of Brighton; 10-page obit. in 1898 Annual Monitor"
682,2865,1,1,"Charles Bonham Warner (1812-1869), London brassfounder"
683,2866,1,1,"Septimus Warner (1821-1911), of Hoddesdon; son of the elder John Warner, and brother to Charles and the younger John"
684,2867,1,1,"Lucy Westcombe (1810-1903), of Worcester; 8-page obit. in 1904 Annual Monitor"
685,2868,1,1,"Thomas Westcombe (1815-1893), of Worcester; 4-page obit. in 1894 Annual Monitor"
686,2869,1,1,"Benjamin Wheeler (1778-1856), grocer, of Strood and Maidstone"
687,2870,1,1,"Frederick Wheeler (1807-1893), Rochester grocer; 4-page obit. in 1894 Annual Monitor"
688,2871,1,1,"Samuel Wheeler (1775-1858), grocer, of Strood; brother of Benjamin"
689,2872,1,1,"John Whiting (1819-1899), linen draper, of Leeds; 13-page obit. in 1901 Annual Monitor"
690,2873,1,1,"John Wiblen (1785-1877), Guildford ironmonger"
691,2874,1,1,"Dr Caleb Williams, York surgeon; 16-page obit. in 1873 Annual Monitor"
692,2875,1,1,"John Edward Wilson (1834-1907), manufacturing chemist, of Birmingham; obit. in 1908 Annual Monitor"
693,2876,1,1,"Joshua Wilson (1806-1877), merchant, ship and landowner, of Sunderland"
694,2877,1,1,"Firth Woodhead (1811-1874), grocer and tea dealer, of Liverpool"
695,2878,1,1,"William Woolston (1817-1898), of Wellingborough"
696,2879,1,1,"Francis Wright (1774-1850), tanner, chemist, and apothecary, of Kettering"
697,2880,1,1,"Samuel Williams Wright (1811-1895), farmer and accountant, of Darlington and Mansfield"
